code,region,Description,to_AIS98,from_AIS98   ,FCI
640210.4,head_neck,"Cord contusion, cervical spine, [includes the diagnosis of compression, or epidural or subdural hemorrhage within spinal canal documented by imaging studies or autopsy], incomplete cord syndrome (preservation of some sensation or motor function; includes anterior cord, central cord, lateral cord (Brown-Sequard) syndromes), but NFS as to fracture/dislocation",640210.4,640210.4,1
640212.4,head_neck,"Cord contusion, cervical spine, [includes the diagnosis of compression, or epidural or subdural hemorrhage within spinal canal documented by imaging studies or autopsy], incomplete cord syndrome (preservation of some sensation or motor function; includes anterior cord, central cord, lateral cord (Brown-Sequard) syndromes), with no fracture or dislocation",640212.4,640212.4,1
640214.4,head_neck,"Cord contusion, cervical spine, [includes the diagnosis of compression, or epidural or subdural hemorrhage within spinal canal documented by imaging studies or autopsy], incomplete cord syndrome (preservation of some sensation or motor function; includes anterior cord, central cord, lateral cord (Brown-Sequard) syndromes), with fracture",640214.4,640214.4,1
640216.4,head_neck,"Cord contusion, cervical spine, [includes the diagnosis of compression, or epidural or subdural hemorrhage within spinal canal documented by imaging studies or autopsy], incomplete cord syndrome (preservation of some sensation or motor function; includes anterior cord, central cord, lateral cord (Brown-Sequard) syndromes), with dislocation",640216.4,640216.4,1
640218.4,head_neck,"Cord contusion, cervical spine, [includes the diagnosis of compression, or epidural or subdural hemorrhage within spinal canal documented by imaging studies or autopsy], incomplete cord syndrome (preservation of some sensation or motor function; includes anterior cord, central cord, lateral cord (Brown-Sequard) syndromes), with both fracture and dislocation",640218.4,640218.4,1
640220.5,head_neck,"Cord contusion, cervical spine, [includes the diagnosis of compression, or epidural or subdural hemorrhage within spinal canal documented by imaging studies or autopsy], complete cord syndrome (quadriplegia or paraplegia with no sensation)",640220.5,640220.5,1
640221.5,head_neck,"Cord contusion, cervical spine, [includes the diagnosis of compression, or epidural or subdural hemorrhage within spinal canal documented by imaging studies or autopsy], complete cord syndrome (quadriplegia or paraplegia with no sensation), C-4 or below, but NFS as to fracture/dislocation or NFS as to site",640221.5,640221.5,1
640222.5,head_neck,"Cord contusion, cervical spine, [includes the diagnosis of compression, or epidural or subdural hemorrhage within spinal canal documented by imaging studies or autopsy], complete cord syndrome (quadriplegia or paraplegia with no sensation), C-4 or below, with no fracture or dislocation",640222.5,640222.5,1
640224.5,head_neck,"Cord contusion, cervical spine, [includes the diagnosis of compression, or epidural or subdural hemorrhage within spinal canal documented by imaging studies or autopsy], complete cord syndrome (quadriplegia or paraplegia with no sensation), C-4 or below, with fracture",640224.5,640224.5,1
640226.5,head_neck,"Cord contusion, cervical spine, [includes the diagnosis of compression, or epidural or subdural hemorrhage within spinal canal documented by imaging studies or autopsy], complete cord syndrome (quadriplegia or paraplegia with no sensation), C-4 or below, with dislocation",640226.5,640226.5,1
640228.5,head_neck,"Cord contusion, cervical spine, [includes the diagnosis of compression, or epidural or subdural hemorrhage within spinal canal documented by imaging studies or autopsy], complete cord syndrome (quadriplegia or paraplegia with no sensation), C-4 or below, with both fracture and dislocation",640228.5,640228.5,1
640229.6,head_neck,"Cord contusion, cervical spine, [includes the diagnosis of compression, or epidural or subdural hemorrhage within spinal canal documented by imaging studies or autopsy], complete cord syndrome (quadriplegia or paraplegia with no sensation), C-3 or above, but NFS as to fracture/dislocation",640229.6,640229.6,1
640230.6,head_neck,"Cord contusion, cervical spine, [includes the diagnosis of compression, or epidural or subdural hemorrhage within spinal canal documented by imaging studies or autopsy], complete cord syndrome (quadriplegia or paraplegia with no sensation), C-3 or above, with no fracture or dislocation",640230.6,640230.6,1
640232.6,head_neck,"Cord contusion, cervical spine, [includes the diagnosis of compression, or epidural or subdural hemorrhage within spinal canal documented by imaging studies or autopsy], complete cord syndrome (quadriplegia or paraplegia with no sensation), C-3 or above, with fracture",640232.6,640232.6,1
640234.6,head_neck,"Cord contusion, cervical spine, [includes the diagnosis of compression, or epidural or subdural hemorrhage within spinal canal documented by imaging studies or autopsy], complete cord syndrome (quadriplegia or paraplegia with no sensation), C-3 or above, with dislocation",640234.6,640234.6,1
640236.6,head_neck,"Cord contusion, cervical spine, [includes the diagnosis of compression, or epidural or subdural hemorrhage within spinal canal documented by imaging studies or autopsy], complete cord syndrome (quadriplegia or paraplegia with no sensation), C-3 or above, with both fracture and dislocation",640236.6,640236.6,1
640240.5,head_neck,"Cord laceration, cervical spine, NFS [includes penetrating injury, transection or crush]",640240.5,640240.5,2
640242.5,head_neck,"Cord laceration, cervical spine, [includes penetrating injury, transection or crush], incomplete (preservation of some sensation or motor function), but NFS as to fracture/dislocation",640242.5,640242.5,2
640244.5,head_neck,"Cord laceration, cervical spine, [includes penetrating injury, transection or crush], incomplete (preservation of some sensation or motor function), with no fracture or dislocation",640244.5,640244.5,2
640246.5,head_neck,"Cord laceration, cervical spine, [includes penetrating injury, transection or crush], incomplete (preservation of some sensation or motor function), with fracture",640246.5,640246.5,2
640248.5,head_neck,"Cord laceration, cervical spine, [includes penetrating injury, transection or crush], incomplete (preservation of some sensation or motor function), with dislocation",640248.5,640248.5,2
640250.5,head_neck,"Cord laceration, cervical spine, [includes penetrating injury, transection or crush], incomplete (preservation of some sensation or motor function), with both fracture and dislocation",640250.5,640250.5,2
640260.5,head_neck,"Cord laceration, cervical spine, [includes penetrating injury, transection or crush], complete cord syndrome NFS (quadriplegia or paraplegia with no sensation or motor function)",640260.5,640260.5,1
640261.5,head_neck,"Cord laceration, cervical spine, [includes penetrating injury, transection or crush], complete cord syndrome (quadriplegia or paraplegia with no sensation or motor function), C-4 or below, but NFS as to fracture/dislocation",640261.5,640261.5,1
640262.5,head_neck,"Cord laceration, cervical spine, [includes penetrating injury, transection or crush], complete cord syndrome (quadriplegia or paraplegia with no sensation or motor function), C-4 or below, with no fracture or dislocation",640262.5,640262.5,1
640264.5,head_neck,"Cord laceration, cervical spine, [includes penetrating injury, transection or crush], complete cord syndrome (quadriplegia or paraplegia with no sensation or motor function), C-4 or below, with fracture",640264.5,640264.5,1
640266.5,head_neck,"Cord laceration, cervical spine, [includes penetrating injury, transection or crush], complete cord syndrome (quadriplegia or paraplegia with no sensation or motor function), C-4 or below, with dislocation",640266.5,640266.5,1
640268.5,head_neck,"Cord laceration, cervical spine, [includes penetrating injury, transection or crush], complete cord syndrome (quadriplegia or paraplegia with no sensation or motor function), C-4 or below, with both fracture and dislocation",640268.5,640268.5,1
640269.6,head_neck,"Cord laceration, cervical spine, [includes penetrating injury, transection or crush], complete cord syndrome (quadriplegia or paraplegia with no sensation or motor function), C-3 or above, but NFS as to fracture/dislocation",640269.6,640269.6,1
640270.6,head_neck,"Cord laceration, cervical spine, [includes penetrating injury, transection or crush], complete cord syndrome (quadriplegia or paraplegia with no sensation or motor function), C-3 or above, with no fracture or dislocation",640270.6,640270.6,1
640272.6,head_neck,"Cord laceration, cervical spine, [includes penetrating injury, transection or crush], complete cord syndrome (quadriplegia or paraplegia with no sensation or motor function), C-3 or above, with fracture",640272.6,640272.6,1
640274.6,head_neck,"Cord laceration, cervical spine, [includes penetrating injury, transection or crush], complete cord syndrome (quadriplegia or paraplegia with no sensation or motor function), C-3 or above, with dislocation",640274.6,640274.6,1
640276.6,head_neck,"Cord laceration, cervical spine, [includes penetrating injury, transection or crush], complete cord syndrome (quadriplegia or paraplegia with no sensation or motor function), C-3 or above, with both fracture and dislocation",640276.6,640276.6,1
640278.1,head_neck,"Strain, cervical spine, acute, with no fracture or dislocation",640278.1,640278.1,5
640284.1,head_neck,"Spinous ligament, cervical spine,  injury",640284.1,640284.1,5
640400.3,chest,"Cord contusion, thoracic spine, [includes the diagnosis of compression, or epidural or subdural hemorrhage within spinal canal documented by imaging studies or autopsy]",640400.3,640400.3,5
640401.3,chest,"Cord contusion, thoracic spine, [includes the diagnosis of compression, or epidural or subdural hemorrhage within spinal canal documented by imaging studies or autopsy], with transient neurological signs (paresthesia), but NFS as to fracture or dislocation",640401.3,640401.3,5
640402.3,chest,"Cord contusion, thoracic spine, [includes the diagnosis of compression, or epidural or subdural hemorrhage within spinal canal documented by imaging studies or autopsy], with transient neurological signs (paresthesia), with no fracture or dislocation",640402.3,640402.3,5
640404.3,chest,"Cord contusion, thoracic spine, [includes the diagnosis of compression, or epidural or subdural hemorrhage within spinal canal documented by imaging studies or autopsy], with transient neurological signs (paresthesia), with fracture",640404.3,640404.3,5
640406.3,chest,"Cord contusion, thoracic spine, [includes the diagnosis of compression, or epidural or subdural hemorrhage within spinal canal documented by imaging studies or autopsy], with transient neurological signs (paresthesia), with dislocation",640406.3,640406.3,5
640408.3,chest,"Cord contusion, thoracic spine, [includes the diagnosis of compression, or epidural or subdural hemorrhage within spinal canal documented by imaging studies or autopsy], with transient neurological signs (paresthesia), with both fracture and dislocation",640408.3,640408.3,1
640410.4,chest,"Cord contusion, thoracic spine, [includes the diagnosis of compression, or epidural or subdural hemorrhage within spinal canal documented by imaging studies or autopsy], incomplete cord syndrome (preservation of some sensation or motor function; includes anterior cord, central cord, lateral cord (Brown-Sequard) syndromes) but NFS as to fracture/dislocation",640410.4,640410.4,2
640412.4,chest,"Cord contusion, thoracic spine, [includes the diagnosis of compression, or epidural or subdural hemorrhage within spinal canal documented by imaging studies or autopsy], incomplete cord syndrome (preservation of some sensation or motor function; includes anterior cord, central cord, lateral cord (Brown-Sequard) syndromes), with no fracture or dislocation",640412.4,640412.4,2
640414.4,chest,"Cord contusion, thoracic spine, [includes the diagnosis of compression, or epidural or subdural hemorrhage within spinal canal documented by imaging studies or autopsy], incomplete cord syndrome (preservation of some sensation or motor function; includes anterior cord, central cord, lateral cord (Brown-Sequard) syndromes), with fracture",640414.4,640414.4,2
640416.4,chest,"Cord contusion, thoracic spine, [includes the diagnosis of compression, or epidural or subdural hemorrhage within spinal canal documented by imaging studies or autopsy], incomplete cord syndrome (preservation of some sensation or motor function; includes anterior cord, central cord, lateral cord (Brown-Sequard) syndromes), with dislocation",640416.4,640416.4,2
640418.4,chest,"Cord contusion, thoracic spine, [includes the diagnosis of compression, or epidural or subdural hemorrhage within spinal canal documented by imaging studies or autopsy], incomplete cord syndrome (preservation of some sensation or motor function; includes anterior cord, central cord, lateral cord (Brown-Sequard) syndromes), with both fracture and dislocation",640418.4,640418.4,2
640420.5,chest,"Cord contusion, thoracic spine, [includes the diagnosis of compression, or epidural or subdural hemorrhage within spinal canal documented by imaging studies or autopsy], complete cord syndrome (paraplegia with no sensation) but NFS as to fracture/dislocation",640420.5,640420.5,1
640422.5,chest,"Cord contusion, thoracic spine, [includes the diagnosis of compression, or epidural or subdural hemorrhage within spinal canal documented by imaging studies or autopsy], complete cord syndrome (paraplegia with no sensation), with no fracture or dislocation",640422.5,640422.5,1
640424.5,chest,"Cord contusion, thoracic spine, [includes the diagnosis of compression, or epidural or subdural hemorrhage within spinal canal documented by imaging studies or autopsy], complete cord syndrome (paraplegia with no sensation), with fracture",640424.5,640424.5,1
640426.5,chest,"Cord contusion, thoracic spine, [includes the diagnosis of compression, or epidural or subdural hemorrhage within spinal canal documented by imaging studies or autopsy], complete cord syndrome (paraplegia with no sensation), with dislocation",640426.5,640426.5,1
640428.5,chest,"Cord contusion, thoracic spine, [includes the diagnosis of compression, or epidural or subdural hemorrhage within spinal canal documented by imaging studies or autopsy], complete cord syndrome (paraplegia with no sensation), with both fracture and dislocation",640428.5,640428.5,1
640440.5,chest,"Cord laceration, thoracic spine, NFS [includes penetrating injury, transection or crush]",640440.5,640440.5,5
640442.5,chest,"Cord laceration, thoracic spine, [includes penetrating injury, transection or crush], incomplete (preservation of some sensation or motor function), but NFS as to fracture/dislocation",640442.5,640442.5,5
640444.5,chest,"Cord laceration, thoracic spine, [includes penetrating injury, transection or crush], incomplete (preservation of some sensation or motor function), with no fracture or dislocation",640444.5,640444.5,5
640446.5,chest,"Cord laceration, thoracic spine, [includes penetrating injury, transection or crush], incomplete (preservation of some sensation or motor function), with fracture",640446.5,640446.5,5
640448.5,chest,"Cord laceration, thoracic spine, [includes penetrating injury, transection or crush], incomplete (preservation of some sensation or motor function), with dislocation",640448.5,640448.5,5
640450.5,chest,"Cord laceration, thoracic spine, [includes penetrating injury, transection or crush], incomplete (preservation of some sensation or motor function), with both fracture and dislocation",640450.5,640450.5,5
640460.5,chest,"Cord laceration, thoracic spine, [includes penetrating injury, transection or crush], complete cord syndrome NFS (paraplegia with no sensation or motor function) but NFS as to fracture/dislocation",640460.5,640460.5,1
640462.5,chest,"Cord laceration, thoracic spine, [includes penetrating injury, transection or crush], complete cord syndrome (paraplegia with no sensation or motor function), with no fracture or dislocation",640462.5,640462.5,1
640464.5,chest,"Cord laceration, thoracic spine, [includes penetrating injury, transection or crush], complete cord syndrome (paraplegia with no sensation or motor function), with fracture",640464.5,640464.5,1
640466.5,chest,"Cord laceration, thoracic spine, [includes penetrating injury, transection or crush], complete cord syndrome (paraplegia with no sensation or motor function), with dislocation",640466.5,640466.5,1
640468.5,chest,"Cord laceration, thoracic spine, [includes penetrating injury, transection or crush], complete cord syndrome (paraplegia with no sensation or motor function), with both fracture and dislocation",640468.5,640468.5,1
640478.1,chest,"Strain, thoracic spine, acute with no fracture or dislocation",640478.1,640478.1,5
640484.1,chest,"Spinous ligament, thoracic spine, injury",640484.1,640484.1,5
640600.3,abd_pelvis,"Cord contusion, lumbar spine, [includes the diagnosis of compression, or epidural or subdural hemorrhage within spinal canal documented by imaging studies or autopsy]",640600.3,640600.3,5
640601.3,abd_pelvis,"Cord contusion, lumbar spine, [includes the diagnosis of compression, or epidural or subdural hemorrhage within spinal canal documented by imaging studies or autopsy], with transient neurological signs (paresthesia), but NFS as to fracture/dislocation",640601.3,640601.3,5
640602.3,abd_pelvis,"Cord contusion, lumbar spine, [includes the diagnosis of compression, or epidural or subdural hemorrhage within spinal canal documented by imaging studies or autopsy], with transient neurological signs (paresthesia), with no fracture or dislocation",640602.3,640602.3,5
640604.3,abd_pelvis,"Cord contusion, lumbar spine, [includes the diagnosis of compression, or epidural or subdural hemorrhage within spinal canal documented by imaging studies or autopsy], with transient neurological signs (paresthesia), with fracture",640604.3,640604.3,5
640606.3,abd_pelvis,"Cord contusion, lumbar spine, [includes the diagnosis of compression, or epidural or subdural hemorrhage within spinal canal documented by imaging studies or autopsy], with transient neurological signs (paresthesia), with dislocation",640606.3,640606.3,5
640608.3,abd_pelvis,"Cord contusion, lumbar spine, [includes the diagnosis of compression, or epidural or subdural hemorrhage within spinal canal documented by imaging studies or autopsy], with transient neurological signs (paresthesia), with both fracture and dislocation",640608.3,640608.3,5
640610.4,abd_pelvis,"Cord contusion, lumbar spine, [includes the diagnosis of compression, or epidural or subdural hemorrhage within spinal canal documented by imaging studies or autopsy], incomplete cord syndrome (preservation of some sensation or motor function; includes lateral cord (Brown-Sequard) syndrome) but NFS as to fracture/dislocation",640610.4,640610.4,5
640612.4,abd_pelvis,"Cord contusion, lumbar spine, [includes the diagnosis of compression, or epidural or subdural hemorrhage within spinal canal documented by imaging studies or autopsy], incomplete cord syndrome (preservation of some sensation or motor function; includes lateral cord (Brown-Sequard) syndrome), with no fracture or dislocation",640612.4,640612.4,5
640614.4,abd_pelvis,"Cord contusion, lumbar spine, [includes the diagnosis of compression, or epidural or subdural hemorrhage within spinal canal documented by imaging studies or autopsy], incomplete cord syndrome (preservation of some sensation or motor function; includes lateral cord (Brown-Sequard) syndrome), with fracture",640614.4,640614.4,5
640616.4,abd_pelvis,"Cord contusion, lumbar spine, [includes the diagnosis of compression, or epidural or subdural hemorrhage within spinal canal documented by imaging studies or autopsy], incomplete cord syndrome (preservation of some sensation or motor function; includes lateral cord (Brown-Sequard) syndrome), with dislocation",640616.4,640616.4,5
640618.4,abd_pelvis,"Cord contusion, lumbar spine, [includes the diagnosis of compression, or epidural or subdural hemorrhage within spinal canal documented by imaging studies or autopsy], incomplete cord syndrome (preservation of some sensation or motor function; includes lateral cord (Brown-Sequard) syndrome), with both fracture and dislocation",640618.4,640618.4,5
640620.5,abd_pelvis,"Cord contusion, lumbar spine, [includes the diagnosis of compression, or epidural or subdural hemorrhage within spinal canal documented by imaging studies or autopsy], complete cord syndrome (paraplegia with no sensation) but NFS as to fracture/dislocation",640620.5,640620.5,1
640622.5,abd_pelvis,"Cord contusion, lumbar spine, [includes the diagnosis of compression, or epidural or subdural hemorrhage within spinal canal documented by imaging studies or autopsy], complete cord syndrome (paraplegia with no sensation), with no fracture or dislocation",640622.5,640622.5,1
640624.5,abd_pelvis,"Cord contusion, lumbar spine, [includes the diagnosis of compression, or epidural or subdural hemorrhage within spinal canal documented by imaging studies or autopsy], complete cord syndrome (paraplegia with no sensation), with fracture",640624.5,640624.5,1
640626.5,abd_pelvis,"Cord contusion, lumbar spine, [includes the diagnosis of compression, or epidural or subdural hemorrhage within spinal canal documented by imaging studies or autopsy], complete cord syndrome (paraplegia with no sensation), with dislocation",640626.5,640626.5,1
640628.5,abd_pelvis,"Cord contusion, lumbar spine, [includes the diagnosis of compression, or epidural or subdural hemorrhage within spinal canal documented by imaging studies or autopsy], complete cord syndrome (paraplegia with no sensation), with both fracture and dislocation",640628.5,640628.5,1
640640.5,abd_pelvis,"Cord laceration, lumbar spine, NFS [includes penetrating injury, transection or crush]",640640.5,640640.5,5
640642.5,abd_pelvis,"Cord laceration, lumbar spine, [includes penetrating injury, transection or crush], incomplete (preservation of some sensation or motor function), but NFS as to fracture/dislocation",640642.5,640642.5,5
640644.5,abd_pelvis,"Cord laceration, lumbar spine, [includes penetrating injury, transection or crush], incomplete (preservation of some sensation or motor function), with no fracture or dislocation",640644.5,640644.5,5
640646.5,abd_pelvis,"Cord laceration, lumbar spine, [includes penetrating injury, transection or crush], incomplete (preservation of some sensation or motor function), with fracture",640646.5,640646.5,5
640648.5,abd_pelvis,"Cord laceration, lumbar spine, [includes penetrating injury, transection or crush], incomplete (preservation of some sensation or motor function), with dislocation",640648.5,640648.5,5
640650.5,abd_pelvis,"Cord laceration, lumbar spine, [includes penetrating injury, transection or crush], incomplete (preservation of some sensation or motor function), with both fracture and dislocation",640650.5,640650.5,5
640660.5,abd_pelvis,"Cord laceration, lumbar spine, [includes penetrating injury, transection or crush], complete cord syndrome NFS (paraplegia with no sensation or motor function) but NFS as to fracture/dislocation",640660.5,640660.5,1
640662.5,abd_pelvis,"Cord laceration, lumbar spine, [includes penetrating injury, transection or crush], complete cord syndrome (paraplegia with no sensation or motor function), with no fracture or dislocation",640662.5,640662.5,1
640664.5,abd_pelvis,"Cord laceration, lumbar spine, [includes penetrating injury, transection or crush], complete cord syndrome (paraplegia with no sensation or motor function), with fracture",640664.5,640664.5,1
640666.5,abd_pelvis,"Cord laceration, lumbar spine, [includes penetrating injury, transection or crush], complete cord syndrome (paraplegia with no sensation or motor function), with dislocation",640666.5,640666.5,1
640668.5,abd_pelvis,"Cord laceration, lumbar spine, [includes penetrating injury, transection or crush], complete cord syndrome (paraplegia with no sensation or motor function), with both fracture and dislocation",640668.5,640668.5,1
640678.1,abd_pelvis,"Strain, lumbar spine, acute with no fracture or dislocation",640678.1,640678.1,5
640684.1,abd_pelvis,"Spinous ligament, lumbar spine, injury",640684.1,640684.1,5
650200.2,head_neck,"Disc, cervical spine, herniation NFS",650200.2,650200.2,5
650202.2,head_neck,"Disc, cervical spine, herniation, no nerve root damage (radiculopathy)",650202.2,650202.2,5
650203.3,head_neck,"Disc, cervical spine, herniation, with nerve root damage (radiculopathy)",650203.3,650203.3,5
650204.2,head_neck,"Vertebra, cervical spine, dislocation [subluxation], no fracture, no cord involvement NFS",650204.2,650204.2,5
650205.3,head_neck,"Disc, cervical spine, rupture",650203.3,650203.3,          
650206.3,head_neck,"Vertebra, cervical spine, dislocation [subluxation], no fracture, no cord involvement, atlanto-axial (odontoid)",650206.3,650206.3,5
650208.2,head_neck,"Vertebra, cervical spine, dislocation [subluxation], no fracture, no cord involvement, atlanto-occipital",650208.2,650208.2,5
650209.2,head_neck,"Vertebra, cervical spine, dislocation [subluxation], no fracture, no cord involvement, facet NFS",650209.2,650209.2,5
650210.2,head_neck,"Vertebra, cervical spine, dislocation [subluxation], no fracture, no cord involvement, facet, unilateral",650210.2,650210.2,5
650212.3,head_neck,"Vertebra, cervical spine, dislocation [subluxation], no fracture, no cord involvement, facet, bilateral",650212.3,650212.3,5
650216.2,head_neck,"Vertebra, cervical spine, fracture with or without dislocation but no cord involvement NFS",650216.2,650216.2,5
650217.2,head_neck,"Vertebra, cervical spine, fracture with or without dislocation but no cord involvement, multiple fractures of same vertebra",650216.2,NONE      ,5
650218.2,head_neck,"Vertebra, cervical spine, fracture with or without dislocation but no cord involvement, spinous process",650218.2,650218.2,5
650220.2,head_neck,"Vertebra, cervical spine, fracture with or without dislocation but no cord involvement, transverse process",650220.2,650220.2,5
650222.2,head_neck,"Vertebra, cervical spine, fracture with or without dislocation but no cord involvement, facet",650222.3,650222.3,5
650224.2,head_neck,"Vertebra, cervical spine, fracture with or without dislocation but no cord involvement, lamina",650224.3,650224.3,5
650226.2,head_neck,"Vertebra, cervical spine, fracture with or without dislocation but no cord involvement, pedicle",650226.3,650226.3,5
650228.3,head_neck,"Vertebra, cervical spine, fracture with or without dislocation but no cord involvement, odontoid (dens)",650228.3,650228.3,5
650230.2,head_neck,"Vertebra, cervical spine, fracture with or without dislocation but no cord involvement, vertebral body NFS (""burst"" fracture)",650230.2,650230.2,5
650232.2,head_neck,"Vertebra, cervical spine, fracture with or without dislocation but no cord involvement, vertebral body (""burst"" fracture), minor compression (<=20% loss of anterior height)",650232.2,650232.2,5
650234.3,head_neck,"Vertebra, cervical spine, fracture with or without dislocation but no cord involvement, vertebral body (""burst"" fracture), major compression (>20% loss of anterior height)",650234.3,650234.3,5
650299.2,head_neck,"Disc, cervical spine, injury NFS",650299.2,650299.2,5
650400.2,chest,"Disc, thoracic spine, herniation NFS",650400.2,650400.2,5
650402.2,chest,"Disc, thoracic spine, herniation, no nerve root damage (radiculopathy)",650402.2,650402.2,5
650403.3,chest,"Disc, thoracic spine, herniation, with nerve root damage (radiculopathy)",650403.3,650403.3,5
650404.2,chest,"Vertebra, thoracic spine, dislocation [subluxation], no fracture, no cord involvement NFS",650404.2,650404.2,5
650405.3,chest,"Disc, thoracic spine, rupture",650403.3,650403.3,          
650409.2,chest,"Vertebra, thoracic spine, dislocation [subluxation], no fracture, no cord involvement, facet NFS",650409.2,650409.2,5
650410.2,chest,"Vertebra, thoracic spine, dislocation [subluxation], no fracture, no cord involvement, facet, unilateral",650410.2,650410.2,5
650412.3,chest,"Vertebra, thoracic spine, dislocation [subluxation], no fracture, no cord involvement, facet, bilateral",650412.3,650412.3,5
650416.2,chest,"Vertebra, thoracic spine, fracture with or without dislocation but no cord involvement NFS",650416.2,650416.2,5
650417.2,chest,"Vertebra, thoracic spine, fracture with or without dislocation but no cord involvement, multiple fractures of same vertebra",650416.2,NONE      ,5
650418.2,chest,"Vertebra, thoracic spine, fracture with or without dislocation but no cord involvement, spinous process",650418.2,650418.2,5
650420.2,chest,"Vertebra, thoracic spine, fracture with or without dislocation but no cord involvement, transverse process",650420.2,650420.2,5
650422.2,chest,"Vertebra, thoracic spine, fracture with or without dislocation but no cord involvement, facet",650422.3,650422.3,5
650424.2,chest,"Vertebra, thoracic spine, fracture with or without dislocation but no cord involvement, lamina",650424.3,650424.3,5
650426.2,chest,"Vertebra, thoracic spine, fracture with or without dislocation but no cord involvement, pedicle",650426.3,650426.3,5
650430.2,chest,"Vertebra, thoracic spine, fracture with or without dislocation but no cord involvement, vertebral body NFS (""burst"" fracture)",650430.2,650430.2,5
650432.2,chest,"Vertebra, thoracic spine, fracture with or without dislocation but no cord involvement, vertebral body (""burst"" fracture), minor compression (<=20% loss of anterior height)",650432.2,650432.2,5
650434.3,chest,"Vertebra, thoracic spine, fracture with or without dislocation but no cord involvement, vertebral body (""burst"" fracture), major compression (>20% loss of anterior height)",650434.3,650434.3,5
650499.2,chest,"Disc, thoracic spine, injury NFS",650499.2,650499.2,5
650600.2,abd_pelvis,"Disc, lumbar spine, herniation NFS",650600.2,650600.2,5
650602.2,abd_pelvis,"Disc, lumbar spine, herniation, no nerve root damage (radiculopathy)",650602.2,650602.2,5
650603.3,abd_pelvis,"Disc, lumbar spine, herniation, with nerve root damage (radiculopathy)",650603.3,650603.3,5
650604.2,abd_pelvis,"Vertebra, lumbar spine, dislocation [subluxation], no fracture, no cord involvement NFS",650604.2,650604.2,5
650605.3,abd_pelvis,"Disc, lumbar spine, rupture",650603.3,650603.3,          
650609.2,abd_pelvis,"Vertebra, lumbar spine, dislocation [subluxation], no fracture, no cord involvement, facet NFS",650609.2,650609.2,5
650610.2,abd_pelvis,"Vertebra, lumbar spine, dislocation [subluxation], no fracture, no cord involvement, facet, unilateral",650610.2,650610.2,5
650612.3,abd_pelvis,"Vertebra, lumbar spine, dislocation [subluxation], no fracture, no cord involvement, facet, bilateral",650612.3,650612.3,5
650616.2,abd_pelvis,"Vertebra, lumbar spine, fracture with or without dislocation but no cord involvement NFS",650616.2,650616.2,5
650617.2,abd_pelvis,"Vertebra, lumbar spine, fracture with or without dislocation but no cord involvement, multiple fractures of same vertebra",650616.2,NONE      ,5
650618.2,abd_pelvis,"Vertebra, lumbar spine, fracture with or without dislocation but no cord involvement, spinous process",650618.2,650618.2,5
650620.2,abd_pelvis,"Vertebra, lumbar spine, fracture with or without dislocation but no cord involvement, transverse process",650620.2,650620.2,5
650622.2,abd_pelvis,"Vertebra, lumbar spine, fracture with or without dislocation but no cord involvement, facet",650622.3,650622.3,5
650624.2,abd_pelvis,"Vertebra, lumbar spine, fracture with or without dislocation but no cord involvement, lamina",650624.3,650624.3,5
650626.2,abd_pelvis,"Vertebra, lumbar spine, fracture with or without dislocation but no cord involvement, pedicle",650626.3,650626.3,5
650630.2,abd_pelvis,"Vertebra, lumbar spine, fracture with or without dislocation but no cord involvement, vertebral body NFS (""burst"" fracture)",650630.2,650630.2,5
650632.2,abd_pelvis,"Vertebra, lumbar spine, fracture with or without dislocation but no cord involvement, vertebral body (""burst"" fracture), minor compression (<=20% loss of anterior height)",650632.2,650632.2,5
650634.3,abd_pelvis,"Vertebra, lumbar spine, fracture with or without dislocation but no cord involvement, vertebral body (""burst"" fracture), major compression (>20% loss of anterior height)",650634.3,650634.3,5
650699.2,abd_pelvis,"Disc, lumbar spine, injury NFS",650699.2,650699.2,5
700099.9,extremity,Whole upper extremity injury NFS,715099.9,715099.9,          
700999.9,extremity,Died of upper extremity injury without further substantiation of injuries or no autopsy confirmation of specific injuries,715999.9,715999.9,          
710099.1,extremity,"Skin/subcutaneous/muscle, upper extremity, injury NFS",710099.1,710099.1,5
710202.1,external,"Skin/subcutaneous/muscle, upper extremity, abrasion",710202.1,710202.1,5
710402.1,external,"Skin/subcutaneous/muscle, upper extremity, contusion; hematoma",710402.1,710402.1,5
710600.1,external,"Skin/subcutaneous/muscle, upper extremity, laceration NFS",710600.1,710600.1,5
710602.1,external,"Skin/subcutaneous/muscle, upper extremity, laceration, minor; superficial",710602.1,710602.1,5
710604.2,external,"Skin/subcutaneous/muscle, upper extremity, laceration, major; >10cm long on hand or >20cm long on entire extremity and into subcutaneous tissue",710604.2,710604.2,5
710606.3,external,"Skin/subcutaneous/muscle, upper extremity, laceration, blood loss >20% by volume",710606.3,710606.3,5
710800.1,external,"Skin/subcutaneous/muscle, upper extremity, avulsion NFS",710800.1,710800.1,5
710802.1,external,"Skin/subcutaneous/muscle, upper extremity, avulsion, minor; superficial; <=25cm2 on hand or <=100cm2 on entire extremity",710802.1,710802.1,5
710804.2,external,"Skin/subcutaneous/muscle, upper extremity, avulsion, major; tissue loss >25cm2 on hand or >100cm2 on entire extremity",710804.2,710804.2,4
710806.3,external,"Skin/subcutaneous/muscle, upper extremity, avulsion, blood loss >20% by volume",710806.3,710806.3,5
